Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
2022-08-29,Danforth Triplex,Upper,Appliance,$216.36,Y,Riverdale Appliance Repair,Dryer belt replaced
2022-08-06,Leslieville Fourplex,Common area,Cooling,247.27,TRUE,Don Valley HVAC,Window unit replaced
2022-08-11, Parkdale Walk-Up ,Unit 4,Pest Control,222.51,Y,Queen West Pest Control,"Mice treatment, basement"
"Aug 4, 2022",Leslieville Fourplex,Unit 4,Electrical,$649.05,TRUE,Leslieville Electric Ltd,Swapped hallway light fixture
25/08/2022,Danforth Triplex,Common area, Cleaning ,147.92,Y,Greenwood Cleaning,Common area clean
21/08/2022,Danforth Triplex,Common area,Landscaping,376.51,Y,Greenwood Cleaning,Lawn cut and edging
2022-08-31,Parkdale Walk-Up,Unit 11,Electrical,$285.71,Y,Leslieville Electric Ltd,Replaced GFCI outlet  
2022-08-21,Danforth Triplex,Common area,Cooling,474.76,yes,Don Valley HVAC,"AC not cooling, recharged"
2022-08-22,Parkdale Walk-Up,Common area,Electrical,372.66,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2022-08-12,Danforth Triplex,Main, Electrical ,599.77,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2022-08-09,Danforth Triplex,Upper,Cleaning,169.45,Yes,Greenwood Cleaning,Common area clean
2022-08-24,Parkdale Walk-Up,Unit 2,Cooling,500.96,N,Don Valley HVAC,"AC not cooling, recharged"
04/08/2022,Danforth Triplex,Main,Landscaping,137.39,yes,Greenwood Cleaning,Leaf cleanup
2022-08-24,Danforth Triplex,Main,Plumbing,567.13,yes,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2022-09-01,Danforth Triplex,Main,Rent,2150.00,Y,,
2022-09-05,Danforth Triplex,Upper,Rent,2400,Y,,
2022-09-01,Danforth Triplex,Lower,Rent,"$1,650.00",Y,,
01/09/2022,Leslieville Fourplex,Unit 1,Rent,1900.00,Y,,
2022-09-03,Leslieville Fourplex,Unit 2,Rent,1950.00,Yes,,
2022-09-05,Leslieville Fourplex,Unit 3,Rent,"$2,050.00",yes,,
"Sep 2, 2022",Leslieville Fourplex,Unit 4,Rent,2250.00,Yes,,
2022-09-03,Parkdale Walk-Up,Unit 1,Rent,1550.00,N,,
2022-09-03,Parkdale Walk-Up,Unit 1,Rent,1550.00,N,,
2022-09-05,Parkdale Walk-Up,Unit 2,Rent,1595,Y,,
2022-09-01,Parkdale Walk-Up,Unit 3,Rent,1640,yes,,
2022-09-01,Parkdale Walk-Up,Unit 4,Rent,1685,Yes,,
"Sep 1, 2022",Parkdale Walk-Up,Unit 5,Rent,1730.00,No,,
"Sep 1, 2022",Parkdale Walk-Up,Unit 6,Rent,1775.00,Y,,
2022-09-01,Parkdale Walk-Up,Unit 8,Rent,1865.00,Y,,
2022-09-01,PARKDALE WALK-UP,Unit 9,Rent,1910.00,Y,,
2022-09-01,Parkdale Walk-Up,Unit 10,Rent,1955.00,Y,,
2022-09-05,Parkdale Walk-Up,Unit 11,Rent,2000.00,Y,,
2022-09-01,Parkdale Walk-Up,Unit 12,Rent,2045.00,Y,,
"Sep 16, 2022",Danforth Triplex,Lower,Cleaning,129.04,Y,Greenwood Cleaning,Common area clean
2022-09-24,Leslieville Fourplex,Common area,Cleaning,208.29,Y,Greenwood Cleaning,Turnover clean
03/09/2022,Parkdale Walk-Up,Common area,Electrical,527.29,Yes,Leslieville Electric Ltd,Replaced GFCI outlet
 2022-09-14,Parkdale Walk-Up,Unit 10,Plumbing,248.69,Yes,Beaches Plumbing Co.,Fixed running toilet
2022-09-01,Leslieville Fourplex,Unit 3,Cleaning,140.02,Y,Greenwood Cleaning,Common area clean
2022-09-16,Parkdale Walk-Up,Unit 3,plumbing,356.86,Y,Beaches Plumbing Co.,Cleared bathroom drain
2022-09-25, Leslieville Fourplex ,Unit 4,Cleaning,145.16,yes,Greenwood Cleaning,Common area clean
2022-09-06,parkdale walk-up,Common area,Appliance,164.82,Y,Riverdale Appliance Repair,Dryer belt replaced
2022-09-23,Parkdale Walk-Up,Unit 3,plumbing,315.61,Y,Beaches Plumbing Co.,Cleared bathroom drain
2022-09-07,Parkdale Walk-Up,Unit 9, Electrical ,334.12,Yes,Leslieville Electric Ltd,Replaced GFCI outlet
"Sep 20, 2022",Parkdale Walk-Up,Common area,Cooling,419.14,Y,Don Valley HVAC,Window unit replaced
2022-09-15,Parkdale Walk-Up,Unit 6,Pest Control,194.72,Y,Queen West Pest Control,"Mice treatment, basement"
"Sep 8, 2022",Parkdale Walk-Up,Unit 3,Appliance,,Y,Riverdale Appliance Repair,Fridge not cooling
"Sep 22, 2022",Danforth Triplex,Main,Appliance,216.90,yes,Riverdale Appliance Repair,Stove element replaced
17/09/2022,Parkdale Walk-Up,Unit 9,Landscaping,173.63,Yes,Greenwood Cleaning,Leaf cleanup
2022-09-29,Danforth Triplex,Upper,Appliance,360.93,Yes,Riverdale Appliance Repair,Dryer belt replaced
2022-10-02,Danforth Triplex,Main,rent,2150.00,Y,,
2022-10-01,Danforth Triplex,Upper,Rent,2400,Yes,,
01/10/2022,Danforth Triplex,Lower,RENT,"$1,650.00",Y,,
"Oct 1, 2022",Leslieville Fourplex,Unit 1,Rent,1900.00,yes,,
2022/10/01,Leslieville Fourplex,Unit 2,Rent,1950.00,no,,
2022-10-01,Leslieville Fourplex,Unit 3,Rent,2050,Y,,
2022-10-01,Leslieville Fourplex,Unit 4,Rent,2250.00,N,,
 2022-10-03,Parkdale Walk-Up,Unit 1, Rent ,1550.00,yes,,
2022-10-01,Parkdale Walk-Up,Unit 2,Rent,1595.00,Y,,
2022-10-01,Parkdale Walk-Up,Unit 3,Rent,1640.00,Y,,
2022-10-01,Parkdale Walk-Up,Unit 4,Rent,1685,Y,,
2022-10-02,Parkdale Walk-Up,Unit 5,Rent,1730.00,Y,,
2022-10-02,Parkdale Walk-Up,Unit 6,Rent,1775.00,Yes,,
 2022-10-03,Parkdale Walk-Up,Unit 7,RENT,1820.00,TRUE,,
2022/10/01,Parkdale Walk-Up,Unit 8,Rent,1865,Y,,
02/10/2022,Parkdale Walk-Up,Unit 9,Rent,1910.00,no,,
"Oct 3, 2022",Parkdale Walk-Up,Unit 10,Rent,1955.00,Y,,
"Oct 1, 2022",Parkdale Walk-Up,Unit 11,Rent,2000,Yes,,
2022-10-01,Parkdale Walk-Up,Unit 12,Rent,2045.00,Y,,
2022-10-31,Leslieville Fourplex,Unit 4,Plumbing,331.01,yes,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2022-10-25,Leslieville Fourplex,Unit 3,Electrical,$506.11,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2022-10-31,danforth triplex,Upper,appliance,380.26,Y,Riverdale Appliance Repair,Fridge not cooling
2022-10-04,Danforth Triplex,Upper,Landscaping,325.23,yes,Greenwood Cleaning,Leaf cleanup
2022-10-24,Parkdale Walk-Up,Unit 8,Electrical,$288.15,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2022-10-23,Danforth Triplex,Lower,Plumbing,300.41,N,Beaches Plumbing Co.,Replaced shut-off valve
2022-10-31,Danforth Triplex,Lower,Cooling,474.52,Y,Don Valley HVAC,"AC not cooling, recharged"
2022-10-19,Leslieville Fourplex,Common area,Appliance,309.30,Y,Riverdale Appliance Repair,Fridge not cooling
2022-10-10,Danforth Triplex,Lower,Electrical,TBD,N,Leslieville Electric Ltd,Swapped hallway light fixture
01/10/2022,Leslieville Fourplex,Unit 1,snow removal,239.82,Y,Snowline Property Services,Salted front steps
"Oct 30, 2022",Leslieville Fourplex,Unit 1,Heating,549.94,Yes,Don Valley HVAC,Replaced furnace igniter
10/10/2022,Leslieville Fourplex,Common area,Appliance,164.15,N,Riverdale Appliance Repair,Stove element replaced
2022-10-21,Parkdale Walk-Up,Unit 8,Appliance,422.89,Y,Riverdale Appliance Repair,Stove element replaced
23/10/2022,Danforth Triplex,Upper,Plumbing,364.86,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2022-10-11,Danforth Triplex,Main,Pest Control,276.29,no,Queen West Pest Control,"Mice treatment, basement"
2022-10-25,Leslieville Fourplex,Unit 4,Appliance,228.90,Y,Riverdale Appliance Repair,Dryer belt replaced
2022-10-05,Leslieville Fourplex,Unit 3,Appliance,176.96,yes,Riverdale Appliance Repair,Stove element replaced
12/10/2022,Parkdale Walk-Up,Unit 7,Landscaping,n/a,Y,Greenwood Cleaning,Lawn cut and edging
2022-10-28,Parkdale Walk-Up,Unit 3,Pest Control,163.48,Y,Queen West Pest Control,Follow-up treatment
2022-11-01,Danforth Triplex,Main,Rent,2150.00,Y,,
2022-11-01,Danforth Triplex,Upper,Rent,2400.00,Y,,
"Nov 3, 2022",Leslieville Fourplex,Unit 1,Rent,1900,Y,,
2022-11-02, Leslieville Fourplex ,Unit 2,Rent,1950,Y,,
2022-11-03,Leslieville Fourplex,Unit 3,Rent,2050.00,Yes,,
2022-11-01,Leslieville Fourplex,Unit 4,Rent,2250.00,Y,,
"Nov 3, 2022",Parkdale Walk-Up,Unit 1,Rent,1550.00,Yes,,
2022-11-01,Parkdale Walk-Up,Unit 2,Rent,1595,Y,,
2022-11-02,Parkdale Walk-Up,Unit 3,Rent,"$1,640.00",Y,,
2022-11-05,Parkdale Walk-Up,Unit 4,Rent,1685,Y,,
"Nov 1, 2022",Parkdale Walk-Up,Unit 5,Rent,1730.00,Y,,
2022-11-01,Parkdale Walk-Up,Unit 6,Rent,1775.00,Y,,
2022-11-01,Parkdale Walk-Up,Unit 8,Rent,1865,TRUE,,
2022-11-01,Parkdale Walk-Up,Unit 9,Rent,1910.00,Y,,
2022-11-01,Parkdale Walk-Up,Unit 10, Rent ,1955.00,yes,,
2022-11-05  ,Parkdale Walk-Up,Unit 11,Rent,2000.00,Y,,
2022-11-05,Parkdale Walk-Up,Unit 12,Rent,2045.00,Y,,
20/11/2022,Leslieville Fourplex,Common area,Plumbing,$433.11,Y,Beaches Plumbing Co.,Replaced shut-off valve
07/11/2022,Leslieville Fourplex,Unit 1,Plumbing,304.87,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2022-11-28, Danforth Triplex ,Lower,Plumbing,255.60,Y,Beaches Plumbing Co.,Replaced shut-off valve
2022-11-12,Parkdale Walk-Up,Common area,Electrical,437.86,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
12/11/2022,Leslieville Fourplex,Unit 1,Landscaping,153.16,Y,Greenwood Cleaning  ,Lawn cut and edging
27/11/2022,Leslieville Fourplex,Unit 3,Heating,639.31,Y,Don Valley HVAC,Replaced furnace igniter
2022-11-29,Danforth Triplex,Main,Pest Control,266.07,Y,Queen West Pest Control,"Mice treatment, basement"
2022/11/17,Danforth Triplex,Upper,Electrical,161.25,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2022-11-26,Parkdale Walk-Up,Unit 10,Plumbing,204.39,Y,Beaches Plumbing Co.,Fixed running toilet
02/11/2022,Danforth Triplex,Common area,Pest Control,332.45,Y,Queen West Pest Control,Follow-up treatment
2022-11-01,LESLIEVILLE FOURPLEX,Unit 1,Cooling,341.01,yes,Don Valley HVAC,Window unit replaced
2022-11-21,Parkdale Walk-Up,Unit 4,Appliance,346.33,Y,Riverdale Appliance Repair,Fridge not cooling
2022-11-04,Parkdale Walk-Up,Unit 3,Cleaning,186.54,Y,Greenwood Cleaning,Common area clean
2022-11-03,Parkdale Walk-Up,Unit 8,Electrical,260.75,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2022/11/23  ,Danforth Triplex,Main,Plumbing,228.43,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2022-11-12,Leslieville Fourplex,Common area,Snow Removal,180.12,Y,Snowline Property Services,Salted front steps
"Nov 6, 2022",Leslieville Fourplex,Unit 1,Heating,726.48,N,Don Valley HVAC  ,Replaced furnace igniter
2022-12-01,Danforth Triplex,Main,Rent,2150.00,Y,,
2022-12-03,Danforth Triplex,Upper,Rent,2400,Y,,
2022-12-01,Danforth Triplex,Lower,Rent,"$1,650.00",yes,,
2022-12-02,Leslieville Fourplex,Unit 1,Rent,1900,N,,
2022-12-01,leslieville fourplex,Unit 2,Rent,"$1,950.00",Y,,
02/12/2022,Leslieville Fourplex,Unit 3,Rent,2050.00,Y,,
2022-12-05,leslieville fourplex,Unit 4,Rent,2250.00,Yes,,
2022-12-01,Parkdale Walk-Up,Unit 1,Rent,"$1,550.00",Y,,
2022-12-03,parkdale walk-up,Unit 2,Rent,"$1,595.00",Y,,
2022/12/01,Parkdale Walk-Up,Unit 3, Rent ,1640,Yes,,
01/12/2022,Parkdale Walk-Up,Unit 4,Rent,1685,Y,,
2022-12-01,Parkdale Walk-Up,Unit 5,Rent,1730.00,Y,,
2022-12-01,Parkdale Walk-Up,Unit 6,Rent,1775.00,Y,,
2022-12-01  ,Parkdale Walk-Up,Unit 7,Rent,1820,Y,,
2022-12-02,Parkdale Walk-Up,Unit 8,Rent,1865,TRUE,,
2022-12-01,Parkdale Walk-Up,Unit 9,Rent,1910,N,,
2022-12-03,Parkdale Walk-Up,Unit 10,Rent,"$1,955.00",Y,,
"Dec 3, 2022",Parkdale Walk-Up,Unit 11,Rent,2000.00,Yes,,
2022-12-01,Parkdale Walk-Up,Unit 12,Rent,2045,Y,,
2022-12-01,Parkdale Walk-Up,Unit 1, Heating ,231.54,No,Don Valley HVAC,Boiler pressure reset
2022-12-24,Parkdale Walk-Up,Unit 6,Electrical,N/A,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
"Dec 20, 2022",Danforth Triplex,Lower,Pest Control,252.30,Y,Queen West Pest Control,Follow-up treatment
30/12/2022,Danforth Triplex,Lower,Appliance,277.70,Y,Riverdale Appliance Repair,Fridge not cooling
2022-12-13  ,Danforth Triplex,Upper,Plumbing,352.18,Y,Beaches Plumbing Co.  ,Replaced shut-off valve
2022-12-16,Leslieville Fourplex,Unit 3,Plumbing,40.00,Y,Beaches Plumbing Co.,Cleared bathroom drain
2022-12-08,Parkdale Walk-Up,Unit 3,Landscaping,156.81,Yes,Greenwood Cleaning,Leaf cleanup
01/12/2022,Parkdale Walk-Up,Unit 1, Snow Removal ,253.42,Y,Snowline Property Services,Walkway and steps cleared  
2022-12-16,Leslieville Fourplex,Unit 3,pest control,$353.69,N,Queen West Pest Control,Follow-up treatment
2022-12-12,Danforth Triplex,Lower,Appliance,300.66,Yes,Riverdale Appliance Repair,Stove element replaced
2022-12-18,Leslieville Fourplex,Unit 2,Pest Control,310.00,Y,Queen West Pest Control,"Mice treatment, basement"
2022-12-18,Leslieville Fourplex,Unit 2,Pest Control,310.00,Y,Queen West Pest Control,"Mice treatment, basement"
03/12/2022,Danforth Triplex,Lower,Snow Removal,$196.64,Y,Snowline Property Services,Walkway and steps cleared
2022-12-26,Parkdale Walk-Up,Unit 2,Appliance,464.66,Y,Riverdale Appliance Repair,Fridge not cooling
2022-12-09, Danforth Triplex ,Main,Pest Control,345.24,yes, Queen West Pest Control,"Mice treatment, basement"
2022-12-30,Danforth Triplex,Upper,Plumbing,294.80,Y,Beaches Plumbing Co.,Fixed running toilet
2022-12-14,LESLIEVILLE FOURPLEX,Unit 2,Pest Control,457.61,yes,Queen West Pest Control,Follow-up treatment
02/12/2022,Parkdale Walk-Up,Common area,Appliance,359.54,N,Riverdale Appliance Repair,Stove element replaced
2022-12-10,Danforth Triplex,Main,Plumbing,323.46,N,Beaches Plumbing Co.,Fixed running toilet
2022-12-28,Parkdale Walk-Up,Unit 11,Landscaping,335.07,Y,Greenwood Cleaning,Lawn cut and edging
2022-12-04,Parkdale Walk-Up,Unit 10,Pest Control,75.52,Y,Queen West Pest Control,Follow-up treatment
2022/12/17,Leslieville Fourplex,Unit 1,Plumbing,$320.07,N,Beaches Plumbing Co.,Cleared bathroom drain
 2023-01-01,Danforth Triplex,Main,Rent,2150,TRUE,,
2023-01-01,Danforth Triplex,Upper, Rent ,2400.00,Y,,
 2023-01-02,Danforth Triplex,Lower,Rent,"$1,650.00",Y,,
2023-01-05,Leslieville Fourplex,Unit 1,Rent,1900,Y,,
2023-01-03,Leslieville Fourplex,Unit 2,Rent,1950,yes,,
2023-01-03,Leslieville Fourplex,Unit 3,Rent,2050.00,N,,
01/01/2023,Leslieville Fourplex,Unit 4,Rent,2250.00,Y,,
01/01/2023,Leslieville Fourplex,Unit 4,Rent,2250.00,Y,,
"Jan 2, 2023", Parkdale Walk-Up ,Unit 1,Rent,1550.00,TRUE,,
2023-01-03, Parkdale Walk-Up ,Unit 2,Rent,1595.00,Y,,
2023-01-03,Parkdale Walk-Up,Unit 3,Rent,1640,Y,,
05/01/2023,Parkdale Walk-Up,Unit 4,Rent,1685.00,Y,,
2023-01-05,Parkdale Walk-Up,Unit 5,Rent,1730,Yes,,
2023/01/01,Parkdale Walk-Up,Unit 6,Rent,1775.00,Y,,
2023-01-01,Parkdale Walk-Up,Unit 7,Rent,1820,TRUE,,
2023/01/02,Parkdale Walk-Up,Unit 8,Rent,1865.00,TRUE,,
"Jan 1, 2023",Parkdale Walk-Up,Unit 9,Rent,1910,Y,,
2023-01-01,PARKDALE WALK-UP,Unit 10,Rent,1955.00,TRUE,,
2023-01-02,Parkdale Walk-Up,Unit 11,Rent,2000,Y,,
2023-01-03,Parkdale Walk-Up,Unit 12,Rent,2045.00,TRUE,,
2023-01-14  ,Parkdale Walk-Up,Unit 7,Electrical,176.24,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2023-01-11,Parkdale Walk-Up,Unit 8,Snow Removal,209.14,N,Snowline Property Services,Salted front steps
2023-01-16,Danforth Triplex,Lower,Pest Control,259.75,N, Queen West Pest Control,Follow-up treatment
2023-01-02,Danforth Triplex,Main,Pest Control,202.23,Y,Queen West Pest Control,Follow-up treatment
2023-01-09,Danforth Triplex,Main,Heating,793.85,yes,Don Valley HVAC,Bled radiators
2023-01-22,Danforth Triplex,Upper,Snow Removal,174.89,Y,Snowline Property Services,Salted front steps
2023-01-26,Leslieville Fourplex,Unit 3,Appliance,165.19,Y,Riverdale Appliance Repair,Fridge not cooling
2023-01-07,Parkdale Walk-Up,Unit 8,Plumbing,305.52,Y,Beaches Plumbing Co.,Cleared bathroom drain
2023-01-10, Parkdale Walk-Up ,Unit 3,Snow Removal,84.80,Y,Snowline Property Services,Walkway and steps cleared
2023-01-10, Parkdale Walk-Up ,Unit 3,Snow Removal,84.80,Y,Snowline Property Services,Walkway and steps cleared
2023-01-27,Parkdale Walk-Up,Unit 2,Landscaping,193.09,Y,Greenwood Cleaning,Leaf cleanup
2023-01-27,Danforth Triplex,Common area,Pest Control,411.59,Yes,Queen West Pest Control,Follow-up treatment
2023-01-12,Leslieville Fourplex,Unit 1,Cleaning,189.30,No,Greenwood Cleaning,Turnover clean
2023-01-03,Parkdale Walk-Up,Unit 7,Plumbing,263.56,Yes,Beaches Plumbing Co.,Cleared bathroom drain
"Jan 22, 2023",Danforth Triplex,Common area,Electrical,358.00,Y,Leslieville Electric Ltd,Swapped hallway light fixture
12/01/2023,Danforth Triplex,Upper,PEST CONTROL,$166.80,Y,Queen West Pest Control,Follow-up treatment
2023/01/19,Danforth Triplex,Lower,Plumbing,206.66,Y,Beaches Plumbing Co.,Fixed running toilet
2023/01/24,Leslieville Fourplex,Unit 4,Appliance,$463.74,Y,Riverdale Appliance Repair,Stove element replaced
2023-02-05,Danforth Triplex,Main,Rent,2204.00,yes,,
01/02/2023,Danforth Triplex,Upper,Rent,2460,Y,,
"Feb 5, 2023",Danforth Triplex,Lower,Rent,"$1,691.00",Y,,
2023-02-02,Leslieville Fourplex,Unit 1,Rent,1947.00,yes,,
2023-02-05,Leslieville Fourplex,Unit 2,Rent,1999,Y,,
2023-02-01,Leslieville Fourplex,Unit 3,Rent,2101.00,TRUE,,
2023-02-01,Leslieville Fourplex,Unit 4,rent,2306.00,Y,,
2023-02-01,parkdale walk-up,Unit 1,Rent,1589.00,Y,,
2023-02-01,parkdale walk-up,Unit 1,Rent,1589.00,Y,,
2023-02-01,Parkdale Walk-Up,Unit 2,Rent,1635.00,Yes,,
2023-02-02,Parkdale Walk-Up,Unit 3,Rent,1681,Y,,
2023-02-01,Parkdale Walk-Up,Unit 4,Rent,1727,Yes,,
2023/02/05,Parkdale Walk-Up,Unit 5,Rent,1773,Y,,
2023-02-03,Parkdale Walk-Up,Unit 6,Rent,1819,yes,,
2023-02-01,Parkdale Walk-Up,Unit 7,Rent,1865,Y,,
2023-02-01,Parkdale Walk-Up,Unit 8,Rent,1912.00,Y,,
2023-02-05, Parkdale Walk-Up ,Unit 9,Rent,1958,Y,,
2023-02-03,Parkdale Walk-Up,Unit 10,Rent,2004,yes,,
01/02/2023,Parkdale Walk-Up,Unit 11,Rent,2050,Y,,
2023-02-01,Parkdale Walk-Up,Unit 12,Rent,2096.00,yes,,
2023-02-01,Danforth Triplex,Main,Heating,605.37,Y,Don Valley HVAC,Boiler pressure reset
24/02/2023,Parkdale Walk-Up,Unit 10, Heating ,687.83,yes,Don Valley HVAC,Bled radiators
"Feb 13, 2023",Parkdale Walk-Up,Unit 1,Cleaning,88.13,Y,Greenwood Cleaning,Turnover clean
07/02/2023,Danforth Triplex,Main,Snow Removal,121.02,Y,Snowline Property Services,Walkway and steps cleared
2023-02-16,Danforth Triplex,Lower,Pest Control,274.40,Y,Queen West Pest Control,"Mice treatment, basement"
2023-02-28,Danforth Triplex,Upper,pest control,263.13,Y,Queen West Pest Control,"Mice treatment, basement"
"Feb 15, 2023",PARKDALE WALK-UP,Unit 3,Heating,649.17,N,Don Valley HVAC,Replaced furnace igniter
"Feb 21, 2023",Parkdale Walk-Up,Unit 3,Heating,670.93,Yes,Don Valley HVAC,Furnace service
2023-02-11,Danforth Triplex,Upper,Appliance,356.38,Y,Riverdale Appliance Repair,Dryer belt replaced
"Feb 24, 2023",Danforth Triplex,Lower,Heating,737.11,Yes,Don Valley HVAC,Replaced furnace igniter
2023-02-03,Parkdale Walk-Up,Unit 2,Electrical,261.26,Yes,Leslieville Electric Ltd,Replaced GFCI outlet
25/02/2023,Parkdale Walk-Up,Unit 4,Cleaning,$223.78,yes,Greenwood Cleaning,Common area clean
2023-02-20,Leslieville Fourplex,Unit 2,Electrical,363.96,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2023-02-06,Danforth Triplex,Upper,Cleaning,192.03,Yes,Greenwood Cleaning,Turnover clean  
2023-02-03,Danforth Triplex,Upper,Heating,406.79,Yes,Don Valley HVAC,Furnace service
2023-02-21,Leslieville Fourplex,Unit 1,Appliance,313.66,Y,Riverdale Appliance Repair,Dryer belt replaced
13/02/2023,Leslieville Fourplex,Unit 2,Plumbing,$506.52,N,Beaches Plumbing Co.,Fixed running toilet
2023-02-04,Danforth Triplex,Common area,Electrical,622.21,Y,Leslieville Electric Ltd,Swapped hallway light fixture
"Feb 23, 2023",Parkdale Walk-Up,Unit 1,Appliance,204.27,Y, Riverdale Appliance Repair,Fridge not cooling
2023-02-15,Danforth Triplex,Lower,Heating,560.18,N,Don Valley HVAC,Furnace service
2023-02-10,Leslieville Fourplex,Unit 3,Plumbing,209.12,yes,Beaches Plumbing Co.,Cleared bathroom drain
2023-02-10,Danforth Triplex,Main,Cleaning,$111.43,no,Greenwood Cleaning,Common area clean
07/02/2023  ,leslieville fourplex,Unit 3,Heating,$693.76,yes,Don Valley HVAC,Bled radiators  
2023-02-04,Parkdale Walk-Up,Unit 7,Cleaning,153.10,No,Greenwood Cleaning,Turnover clean
2023-03-05,Danforth Triplex,Main,Rent,2204.00,Yes,,
01/03/2023,Danforth Triplex,Upper,Rent,2460.00,Y,,
2023-03-02,Danforth Triplex,Lower,Rent,"$1,691.00",Y,,
2023-03-05,Leslieville Fourplex,Unit 1,Rent,1947,Y,,
2023-03-03,Leslieville Fourplex,Unit 4,Rent,2306,Y,,
01/03/2023,Parkdale Walk-Up,Unit 1,Rent,1589.00,N,,
2023-03-05,Parkdale Walk-Up,Unit 2,Rent,1635.00,yes,,
2023-03-02,Parkdale Walk-Up,Unit 3,Rent,1681.00,Yes,,
2023-03-02,Parkdale Walk-Up,Unit 3,Rent,1681.00,Yes,,
03/03/2023,Parkdale Walk-Up,Unit 4,Rent,1727,yes,,
2023-03-01,Parkdale Walk-Up,Unit 5,Rent,1773.00,Y,,
2023-03-03,Parkdale Walk-Up,Unit 6,Rent,1819,Yes,,
2023-03-03,Parkdale Walk-Up,Unit 7,Rent,1865.00,N,,
2023-03-01,Parkdale Walk-Up,Unit 8,rent,1912.00,Y,,
2023-03-01,Parkdale Walk-Up,Unit 9,Rent,1958.00,Y,,
"Mar 1, 2023",Parkdale Walk-Up,Unit 10,Rent,2004.00,Y,,
2023-03-01,Parkdale Walk-Up,Unit 11,Rent,2050.00,Y,,
2023-03-01,Parkdale Walk-Up,Unit 12,Rent,2096.00,Y,,
23/03/2023, Parkdale Walk-Up ,Unit 12,Cleaning,172.66,Y,Greenwood Cleaning,Common area clean
2023-03-15,Leslieville Fourplex,Unit 3,Heating,182.76,Y,Don Valley HVAC,Replaced furnace igniter
2023-03-04,Leslieville Fourplex,Unit 2,plumbing,200.98,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2023-03-05, Parkdale Walk-Up ,Unit 7,pest control,360.71,Y, Queen West Pest Control,"Mice treatment, basement"
2023-03-25,Parkdale Walk-Up,Unit 12,Electrical,365.26,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2023-03-13,Leslieville Fourplex,Unit 4,Electrical,544.40,yes,Leslieville Electric Ltd,Swapped hallway light fixture
"Mar 28, 2023",Leslieville Fourplex,Unit 3,Electrical,491.88,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2023-03-14,Leslieville Fourplex,Unit 4,Plumbing,200.56,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2023-03-14,Leslieville Fourplex,Unit 4,Plumbing,200.56,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
25/03/2023,Danforth Triplex,Common area,Landscaping,140.43,TRUE,Greenwood Cleaning,Leaf cleanup
2023-03-13,Leslieville Fourplex,Common area,Snow Removal,248.97,Y,Snowline Property Services,Salted front steps
2023-03-10,Parkdale Walk-Up,Unit 7,appliance,92.92,yes,Riverdale Appliance Repair,Stove element replaced
2023-03-23,Leslieville Fourplex,Unit 1,Electrical,344.52,No,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2023-03-09,Danforth Triplex,Upper,Cleaning,223.74,Yes,Greenwood Cleaning  ,Common area clean
2023-03-19,Leslieville Fourplex,Unit 3,Electrical,575.67,FALSE,Leslieville Electric Ltd,Swapped hallway light fixture
2023-03-31,Leslieville Fourplex,Unit 1,Heating,$257.78,Y,Don Valley HVAC,Replaced furnace igniter
2023-03-27,Danforth Triplex,Main,Heating,178.23,Y,Don Valley HVAC,Bled radiators
2023-03-31,danforth triplex,Lower,Snow Removal,91.23,Y,Snowline Property Services,Walkway and steps cleared
2023-03-28,Leslieville Fourplex,Common area,HEATING,545.89,no,Don Valley HVAC,Bled radiators
"Mar 30, 2023",Danforth Triplex,Common area, Heating ,$614.47,Y,Don Valley HVAC,Replaced furnace igniter
12/03/2023,Parkdale Walk-Up,Unit 3,Snow Removal,169.43,Y,Snowline Property Services,Salted front steps
